id	chr	start	end	tag	tag%
chr21:22793272-22793272	chr21	22793272	22793272	1	0.641025641025641
chr6:111782149-111782149	chr6	111782149	111782149	1	0.641025641025641
chr4:85218793-85218793	chr4	85218793	85218793	1	0.641025641025641
chr17:64533001-64533001	chr17	64533001	64533001	1	0.641025641025641
chr13:43706740-43706740	chr13	43706740	43706740	1	0.641025641025641
chrX:62608011-62608011	chrX	62608011	62608011	1	0.641025641025641
chr22:28071209-28071209	chr22	28071209	28071209	1	0.641025641025641
chr6:79149763-79149763	chr6	79149763	79149763	1	0.641025641025641
chr3:61079264-61079264	chr3	61079264	61079264	1	0.641025641025641
chr8:102941630-102941630	chr8	102941630	102941630	1	0.641025641025641
chr1:116293583-116293583	chr1	116293583	116293583	1	0.641025641025641
chr12:67655522-67655522	chr12	67655522	67655522	1	0.641025641025641
chr7:154617890-154617922	chr7	154617890	154617922	2	1.28205128205128
chr1:21291815-21291815	chr1	21291815	21291815	1	0.641025641025641
chr15:63055439-63055439	chr15	63055439	63055439	1	0.641025641025641
chr8:119639450-119639450	chr8	119639450	119639450	1	0.641025641025641
chr7:69536772-69536772	chr7	69536772	69536772	1	0.641025641025641
chr1:89306904-89306904	chr1	89306904	89306904	1	0.641025641025641
chr2:22957530-22957530	chr2	22957530	22957530	1	0.641025641025641
chr13:99360253-99360279	chr13	99360253	99360279	2	1.28205128205128
chr6:326588-326588	chr6	326588	326588	1	0.641025641025641
chr8:99189805-99189827	chr8	99189805	99189827	2	1.28205128205128
chr7:53069894-53069894	chr7	53069894	53069894	1	0.641025641025641
chr2:92195219-92195219	chr2	92195219	92195219	1	0.641025641025641
chr7:85202143-85202143	chr7	85202143	85202143	1	0.641025641025641
chr9:10808103-10808103	chr9	10808103	10808103	1	0.641025641025641
chrY:1302918-1302918	chrY	1302918	1302918	1	0.641025641025641
chr16:48692353-48692353	chr16	48692353	48692353	1	0.641025641025641
chr1:241847455-241847455	chr1	241847455	241847455	1	0.641025641025641
chr13:39597172-39597172	chr13	39597172	39597172	1	0.641025641025641
chr2:77140089-77140089	chr2	77140089	77140089	1	0.641025641025641
chr16:48621910-48621943	chr16	48621910	48621943	2	1.28205128205128
chr13:59858859-59858859	chr13	59858859	59858859	1	0.641025641025641
chr3:197044370-197044370	chr3	197044370	197044370	1	0.641025641025641
chr6:7368283-7368283	chr6	7368283	7368283	1	0.641025641025641
chr3:114128874-114128874	chr3	114128874	114128874	1	0.641025641025641
chr7:3094430-3094430	chr7	3094430	3094430	1	0.641025641025641
chr15:22032587-22032587	chr15	22032587	22032587	1	0.641025641025641
chr9:27346330-27346330	chr9	27346330	27346330	1	0.641025641025641
chr19:44400027-44400068	chr19	44400027	44400068	2	1.28205128205128
chr12:82950082-82950082	chr12	82950082	82950082	1	0.641025641025641
chr6:85094481-85094481	chr6	85094481	85094481	1	0.641025641025641
chr15:35019382-35019382	chr15	35019382	35019382	1	0.641025641025641
chr9:23882637-23882637	chr9	23882637	23882637	1	0.641025641025641
chr9:61735123-61735123	chr9	61735123	61735123	1	0.641025641025641
chr17:33750165-33750165	chr17	33750165	33750165	1	0.641025641025641
chr2:206337614-206337614	chr2	206337614	206337614	1	0.641025641025641
chr14:58133095-58133095	chr14	58133095	58133095	2	1.28205128205128
chr6:109975763-109975763	chr6	109975763	109975763	1	0.641025641025641
chr2:124789701-124789701	chr2	124789701	124789701	1	0.641025641025641
chr9:83449609-83449609	chr9	83449609	83449609	1	0.641025641025641
chr14:31893079-31893079	chr14	31893079	31893079	1	0.641025641025641
chr12:19591475-19591475	chr12	19591475	19591475	1	0.641025641025641
chr6:108678108-108678108	chr6	108678108	108678108	2	1.28205128205128
chr17:7032294-7032294	chr17	7032294	7032294	1	0.641025641025641
chr5:107387184-107387184	chr5	107387184	107387184	1	0.641025641025641
chr7:85149953-85149953	chr7	85149953	85149953	1	0.641025641025641
chrX:81360229-81360229	chrX	81360229	81360229	1	0.641025641025641
chr4:146401280-146401280	chr4	146401280	146401280	2	1.28205128205128
chr8:118088141-118088141	chr8	118088141	118088141	1	0.641025641025641
chr22:46056697-46056697	chr22	46056697	46056697	1	0.641025641025641
chr6:169759974-169759974	chr6	169759974	169759974	1	0.641025641025641
chr14:89048337-89048337	chr14	89048337	89048337	1	0.641025641025641
chr20:29124870-29124870	chr20	29124870	29124870	2	1.28205128205128
chr13:104187872-104187872	chr13	104187872	104187872	1	0.641025641025641
chr18:61909993-61909993	chr18	61909993	61909993	1	0.641025641025641
chr6:139213453-139213453	chr6	139213453	139213453	1	0.641025641025641
chr12:126230409-126230409	chr12	126230409	126230409	1	0.641025641025641
chr5:101636604-101636604	chr5	101636604	101636604	1	0.641025641025641
chr2:186351769-186351769	chr2	186351769	186351769	1	0.641025641025641
chr1:50239317-50239318	chr1	50239317	50239318	2	1.28205128205128
chr5:96320895-96320895	chr5	96320895	96320895	1	0.641025641025641
chr21:18324208-18324208	chr21	18324208	18324208	1	0.641025641025641
chr4:160218608-160218608	chr4	160218608	160218608	1	0.641025641025641
chr7:2760428-2760428	chr7	2760428	2760428	1	0.641025641025641
chr9:89653562-89653562	chr9	89653562	89653562	1	0.641025641025641
chr5:36076322-36076322	chr5	36076322	36076322	1	0.641025641025641
chr3:150946832-150946832	chr3	150946832	150946832	1	0.641025641025641
chr22:11896446-11896446	chr22	11896446	11896446	1	0.641025641025641
chr21:9123695-9123695	chr21	9123695	9123695	1	0.641025641025641
chr7:90809447-90809447	chr7	90809447	90809447	1	0.641025641025641
chr6:16722046-16722046	chr6	16722046	16722046	1	0.641025641025641
chr3:187424494-187424494	chr3	187424494	187424494	1	0.641025641025641
chr13:56409567-56409567	chr13	56409567	56409567	2	1.28205128205128
chr1:49511533-49511533	chr1	49511533	49511533	1	0.641025641025641
chr22:31919512-31919512	chr22	31919512	31919512	1	0.641025641025641
chr9:40990549-40990549	chr9	40990549	40990549	1	0.641025641025641
chr19:8098157-8098157	chr19	8098157	8098157	1	0.641025641025641
chr9:21220195-21220195	chr9	21220195	21220195	1	0.641025641025641
chr4:115221250-115221250	chr4	115221250	115221250	1	0.641025641025641
chr18:26353981-26353981	chr18	26353981	26353981	1	0.641025641025641
chr18:21721910-21721910	chr18	21721910	21721910	1	0.641025641025641
chr11:25150553-25150553	chr11	25150553	25150553	1	0.641025641025641
